一區平均每日交通量調查資料表(總表2)
縣市別,調查站_編號,調查站_地點,調查站_樁號_K,調查站_樁號_百位數,調查站_座標_經度,調查站_座標_緯度,路線編號,起迄地名_起點,起迄地名_迄點,起點樁號_K,起點樁號_百位數,迄點樁號_K,迄點樁號_百位數,地形,里程(公里),路面寬度(公尺),方向(往),車道佈設_快車道寬度(公尺)_1,車道佈設_快車道寬度(公尺)_2,車道佈設_快車道寬度(公尺)_3,車道佈設_快車道寬度(公尺)_4,車道佈設_快車道寬度(公尺)_5,車道佈設_機慢車道寬度(公尺)_1,車道佈設_機慢車道寬度(公尺)_2,車道佈設_路肩寬度(公尺),各車種車輛數(輛/日)_小型車,各車種車輛數(輛/日)_大客車,各車種車輛數(輛/日)_大貨車,各車種車輛數(輛/日)_全聯結車,各車種車輛數(輛/日)_半聯結車,各車種車輛數(輛/日)_機車,各車種車輛數(輛/日)_合計,總計_流量(PCU),總計_車公里,尖峰小時_交通量(PCU),尖峰小時_時段_起,尖峰小時_時段_迄,方向係數,備註
桃園市,Ⅰ-I56側車道,東勢,23,600,121.2309083,24.90623557,台66線,南勢,東勢,20,700,23,600,平原區,2.9,37.7,西,3.5,3.5,3.5,3.5,3,,,1.2,13476,81,1370,9,489,2194,17619,18463,51095,1563,7,8,0.51,側車道5車道
桃園市,Ⅰ-I57,大溪,24,500,121.2368233,24.9017748,台66線,東勢,大溪,23,600,27,200,平原區,3.6,21.8,東,3.6,3.6,,,,,,2.7,18933,104,1726,38,614,59,21474,23669,77306,1824,16,17,0.51,
桃園市,Ⅰ-I57,大溪,24,500,121.2368233,24.9017748,台66線,東勢,大溪,23,600,27,200,平原區,3.6,21.8,西,3.6,3.6,,,,,,2.7,19929,95,1808,42,633,61,22568,24846,81245,1916,7,8,0.51,
桃園市,Ⅰ-I57側車道,大溪,26,50,121.2512676,24.89884369,台66線,東勢,大溪,23,600,27,200,平原區,3.6,19.6,東,3.5,3.5,,,,,,3.5,1496,3,233,1,94,1564,3391,3074,12208,371,17,18,0.63,分離車道;側車道2車道
桃園市,Ⅰ-I57側車道,大溪,26,50,121.2512676,24.89884369,台66線,東勢,大溪,23,600,27,200,平原區,3.6,19.6,西,3.5,3.5,,,,,,1.1,2607,2,415,4,341,1446,4815,5136,17334,644,7,8,0.63,分離車道;側車道2車道
新竹縣,Ⅰ-I58,南寮,0,400,120.9364795,24.8437073,台68線,南寮,南寮交流道,0,0,0,700,平原區,0.7,21.8,東,3.6,3.6,,,,,,2.6,5312,33,183,0,30,100,5658,5787,3961,1137,18,19,0.51,
新竹縣,Ⅰ-I58,南寮,0,400,120.9364795,24.8437073,台68線,南寮,南寮交流道,0,0,0,700,平原區,0.7,21.8,西,3.6,3.6,,,,,,2.6,6218,25,244,0,106,93,6686,6996,4680,1095,16,17,0.51,
新竹縣,Ⅰ-I59,南寮交流道,0,800,120.9398576,24.8418386,台68線,南寮交流道,新竹一交流道,0,700,5,0,平原區,4.3,21.8,東,3.8,3.8,,,,,,2.4,13751,54,708,13,454,224,15204,16429,65377,1620,18,19,0.55,
新竹縣,Ⅰ-I59,南寮交流道,0,800,120.9398576,24.8418386,台68線,南寮交流道,新竹一交流道,0,700,5,0,平原區,4.3,21.8,西,3.8,3.8,,,,,,2.4,13624,53,680,14,418,220,15009,16152,64539,1982,16,17,0.55,
新竹縣,Ⅰ-I60,新竹一交流道,5,100,120.9768846,24.8248451,台68線,新竹一交流道,白沙屯,5,0,6,500,平原區,1.5,23.4,東,3.7,3.7,,,,,,1.7,23261,106,893,14,468,276,25018,26372,37527,2408,7,8,0.52,
新竹縣,Ⅰ-I60,新竹一交流道,5,100,120.9768846,24.8248451,台68線,新竹一交流道,白沙屯,5,0,6,500,平原區,1.5,23.4,西,3.7,3.7,,,,,,2.3,24430,92,877,15,437,295,26146,27417,39219,2570,16,17,0.52,
新竹縣,Ⅰ-I61,新竹二交流道,6,800,120.9930143,24.8203711,台68線,白沙屯,新竹二交流道,6,500,7,500,平原區,1,21.8,東,3.6,3.6,,,,,,2.4,19310,84,708,13,451,209,20775,22015,20775,1946,7,8,0.5,
新竹縣,Ⅰ-I61,新竹二交流道,6,800,120.9930143,24.8203711,台68線,白沙屯,新竹二交流道,6,500,7,500,平原區,1,21.8,西,3.6,3.6,,,,,,2.4,17065,62,618,12,413,204,18374,19482,18374,1932,16,17,0.5,
新竹縣,Ⅰ-I62,竹北(科園交流道),9,300,121.0136865,24.807892,台68線,新竹二交流道,竹科交流道,7,500,9,760,平原區,2.3,23.8,東,3.7,3.7,,,,,,2.7,16099,103,544,2,229,218,17195,17894,39548,1549,17,18,0.52,
新竹縣,Ⅰ-I62,竹北(科園交流道),9,300,121.0136865,24.807892,台68線,新竹二交流道,竹科交流道,7,500,9,760,平原區,2.3,23.8,西,3.7,3.7,,,,,,2.7,16275,98,514,2,228,215,17332,18012,39864,1690,7,8,0.52,
新竹縣,Ⅰ-I63,芎林交流道,15,250,121.0591916,24.7764935,台68線,竹科交流道,芎林交流道,9,760,15,800,平原區,6,21.8,東,3.8,3.8,,,,,,3.2,15877,123,403,1,208,227,16839,17430,101034,1587,17,18,0.55,
新竹縣,Ⅰ-I63,芎林交流道,15,250,121.0591916,24.7764935,台68線,竹科交流道,芎林交流道,9,760,15,800,平原區,6,21.8,西,3.8,3.8,,,,,,3.2,16349,127,419,2,174,250,17321,17847,103926,1913,7,8,0.55,
新竹縣,Ⅰ-I64,竹東交流道,19,100,121.0808023,24.7506431,台68線,芎林交流道,竹東交流道,15,800,20,0,平原區,4.2,21.8,東,3.6,3.6,,,,,,1.6,16482,126,358,3,164,263,17396,17867,73063,1691,17,18,0.56,
新竹縣,Ⅰ-I64,竹東交流道,19,100,121.0808023,24.7506431,台68線,芎林交流道,竹東交流道,15,800,20,0,平原區,4.2,21.8,西,3.7,3.7,,,,,,1.5,17601,133,391,2,171,267,18565,19067,77973,2148,7,8,0.56,
新竹縣,Ⅰ-I65,竹東,22,700,121.1023336,24.7251301,台68線,竹東交流道,竹東,20,0,23,500,平原區,3.5,18.6,東,3.7,3.7,,,,,,1.5,8928,74,197,2,152,192,9545,9912,33408,1031,11,12,0.56,
新竹縣,Ⅰ-I65,竹東,22,700,121.1023336,24.7251301,台68線,竹東交流道,竹東,20,0,23,500,平原區,3.5,18.6,西,3.7,3.7,,,,,,1.5,9309,80,239,2,158,195,9983,10385,34940,1301,16,17,0.56,
新竹縣,Ⅰ-I66,竹東,0,900,121.0802248,24.7498175,台68甲線,台68線交岔路口,竹東,0,0,0,987,平原區,1,22.6,東,3.6,3.6,,,,,,3.1,5109,61,215,2,74,53,5514,5784,5514,581,17,18,0.6,
新竹縣,Ⅰ-I66,竹東,0,900,121.0802248,24.7498175,台68甲線,台68線交岔路口,竹東,0,0,0,987,平原區,1,22.6,西,3.6,3.6,,,,,,3.1,5743,71,217,4,70,56,6161,6432,6161,877,7,8,0.6,
