"","縣市別","調查站_編號","調查站_地點","調查站_樁號_K","調查站_樁號_百位數","調查站_座標_經度","調查站_座標_緯度","路線編號","起迄地名_起點","起迄地名_迄點","起點樁號_K","起點樁號_百位數","迄點樁號_K","迄點樁號_百位數","地形","里程(公里)","路面寬度(公尺)","方向(往)","車道佈設_快車道寬度(公尺)_1","車道佈設_快車道寬度(公尺)_2","車道佈設_快車道寬度(公尺)_3","車道佈設_快車道寬度(公尺)_4","車道佈設_快車道寬度(公尺)_5","車道佈設_機慢車道寬度(公尺)_1","車道佈設_機慢車道寬度(公尺)_2","車道佈設_路肩寬度(公尺)","各車種車輛數(輛/日)_小型車","各車種車輛數(輛/日)_大客車","各車種車輛數(輛/日)_大貨車","各車種車輛數(輛/日)_全聯結車","各車種車輛數(輛/日)_半聯結車","各車種車輛數(輛/日)_機車","各車種車輛數(輛/日)_合計","總計_流量(PCU)","總計_車公里","尖峰小時_交通量(PCU)","尖峰小時_時段_起","尖峰小時_時段_迄","方向係數","備註"
"11","嘉義縣","V-06","三疊溪橋",253,300,"E120.44403","N23.59072","台1線","雲嘉縣界","民雄",248,411,257,386,"平原區",9,20.8,"北",3.7,3.7,NA,NA,NA,2,NA,1,5594,68,131,1,40,3772,9606,8656,86454,1012,17,18,0.6,"四"
"12","嘉義縣","V-06","三疊溪橋",253,300,"E120.44403","N23.59072","台1線","雲嘉縣界","民雄",248,411,257,386,"平原區",9,20.8,"南",3.7,3.7,NA,NA,NA,2,NA,1,6578,98,389,30,136,3610,10841,10334,97569,1521,15,16,0.6,"四"
"13","嘉義縣","V-07","吳鳳工專",260,0,"E120.43619","N23.53644","台1線","民雄","嘉義縣市北界",257,386,261,632,"平原區",4.2,29.2,"北",3.5,3.5,3.5,NA,NA,2,NA,2.1,11354,142,224,16,168,7668,19572,17823,82202,1775,17,18,0.55,"四"
"14","嘉義縣","V-07","吳鳳工專",260,0,"E120.43619","N23.53644","台1線","民雄","嘉義縣市北界",257,386,261,632,"平原區",4.2,29.2,"南",3.5,3.5,3.5,NA,NA,2,NA,2.1,11258,151,273,16,178,7274,19150,17569,80430,1479,7,8,0.55,"四"
"15","嘉義市","V-08","後湖",264,300,"E120.45036","N23.50000","台1線","嘉義縣市北界","博東路",261,632,265,238,"平原區",3.6,32.2,"北",3.5,3.5,3.5,NA,NA,2.8,NA,2.8,19778,266,196,3,32,14437,34712,30682,124963,2902,17,18,0.56,"四"
"16","嘉義市","V-08","後湖",264,300,"E120.45036","N23.50000","台1線","嘉義縣市北界","博東路",261,632,265,238,"平原區",3.6,32.2,"南",3.5,3.5,3.5,NA,NA,2.8,NA,2.8,20778,238,269,7,71,14800,36163,32133,130187,3728,7,8,0.56,"四"
"17","嘉義市","V-09","博愛路",267,600,"E120.43871","N23.48060","台1線","博東路","北港路",265,238,267,864,"平原區",2.6,21,"北",3.5,3.5,NA,NA,NA,2,NA,1.5,7061,51,79,0,16,7718,14925,12708,38805,1117,17,18,0.56,"日"
"18","嘉義市","V-09","博愛路",267,600,"E120.43871","N23.48060","台1線","博東路","北港路",265,238,267,864,"平原區",2.6,21,"南",3.5,3.5,NA,NA,NA,2,NA,1.5,5353,64,58,0,4,5776,11255,9591,29263,891,17,18,0.56,"日"
"19","嘉義市","V-10","港子坪",269,300,"E120.42797","N23.46811","台1線","北港路","嘉義縣市南界",267,864,269,847,"平原區",2,22.6,"北",3.5,3.5,NA,NA,NA,2.4,NA,1.5,8191,88,71,0,22,6353,14725,12943,29450,1143,17,18,0.57,"六"
"20","嘉義市","V-10","港子坪",269,300,"E120.42797","N23.46811","台1線","北港路","嘉義縣市南界",267,864,269,847,"平原區",2,22.6,"南",3.5,3.5,NA,NA,NA,2.4,NA,2.3,6364,78,71,0,7,4762,11282,9942,22564,865,7,8,0.57,"六"
"21","嘉義縣","V-11","水上",272,400,"E120.40892","N23.44582","台1線","嘉義縣市南界","水上",269,847,273,895,"平原區",4,27.4,"北",3.5,3.5,3.5,NA,NA,2.5,NA,0.7,9870,96,269,3,55,5055,15348,14131,61392,1577,17,18,0.57,"四"
"22","嘉義縣","V-11","水上",272,400,"E120.40892","N23.44582","台1線","嘉義縣市南界","水上",269,847,273,895,"平原區",4,27.4,"南",3.5,3.5,3.5,NA,NA,2.5,NA,0.7,9065,107,258,3,55,4328,13816,12817,55264,1203,7,8,0.57,"四"
"23","嘉義縣","V-12","八掌溪橋",277,800,"E120.38186","N23.40247","台1線","水上","嘉南縣界",273,895,278,183,"平原區",4.3,22,"北",3.8,3.7,NA,NA,NA,2.8,NA,0.4,5689,46,234,6,68,1897,7940,7659,34142,747,17,18,0.51,"四"
"24","嘉義縣","V-12","八掌溪橋",277,800,"E120.38186","N23.40247","台1線","水上","嘉南縣界",273,895,278,183,"平原區",4.3,22,"南",3.8,3.7,NA,NA,NA,2.8,NA,1,5509,43,254,12,89,1982,7889,7645,33923,715,17,18,0.51,"四"
"25","台南市","V-13","卯舍橋",287,711,"E120.33866","N23.32330","台1線","嘉南縣界","新營",278,183,289,759,"平原區",11.6,19.4,"北",3.5,3.5,NA,NA,NA,2,NA,0.7,6103,78,187,8,179,2746,9301,8984,107892,755,17,18,0.5,"六"
"26","台南市","V-13","卯舍橋",287,711,"E120.33866","N23.32330","台1線","嘉南縣界","新營",278,183,289,759,"平原區",11.6,19.4,"南",3.5,3.5,NA,NA,NA,2,NA,0.7,6345,76,134,2,149,2822,9528,9088,110525,751,9,10,0.5,"六"
"27","台南市","V-14","新文橋",296,63,"E120.2272","N23.25988","台1線","新營","龜子港",289,759,296,725,"平原區",7,28,"北",3.5,3.5,NA,NA,NA,2.2,NA,4.8,8284,100,61,3,143,4612,13203,12192,92421,1257,7,8,0.54,"四"
"28","台南市","V-14","新文橋",296,63,"E120.2272","N23.25988","台1線","新營","龜子港",289,759,296,725,"平原區",7,28,"南",3.5,3.5,NA,NA,NA,2.2,NA,4.8,8241,105,51,7,133,4073,12610,11747,88270,1066,17,18,0.54,"四"
"29","台南市","V-15","隆田橋",303,319,"E120.31547","N23.20058","台1線","龜子港","隆田",296,725,304,374,"平原區",7.6,31,"北",3.5,3.5,NA,NA,NA,4,NA,4.5,5173,43,54,1,96,4622,9989,8845,75916,1008,7,8,0.54,"四"
"30","台南市","V-15","隆田橋",303,319,"E120.31547","N23.20058","台1線","龜子港","隆田",296,725,304,374,"平原區",7.6,31,"南",3.5,3.5,NA,NA,NA,4,NA,4.5,5318,47,47,0,107,3862,9381,8484,71296,861,17,18,0.54,"四"
"31","台南市","V-16","曾文溪橋",309,820,"E120.33916","N23.15722","台1線","隆田","曾文溪橋南端",304,374,310,274,"平原區",5.9,25,"北",3.5,3.5,NA,NA,NA,2,NA,3.5,6884,44,348,18,152,4418,11864,11075,69998,1121,7,8,0.54,"四"
"32","台南市","V-16","曾文溪橋",309,820,"E120.33916","N23.15722","台1線","隆田","曾文溪橋南端",304,374,310,274,"平原區",5.9,25,"南",3.5,3.5,NA,NA,NA,2,NA,3.5,6906,36,299,11,125,4235,11612,10782,68511,1328,7,8,0.54,"四"
"33","台南市","V-17","大營橋",314,800,"E120.31842","N23.10917","台1線","曾文溪橋南端","新市",310,274,318,0,"平原區",7.7,26.8,"北",3.7,3.7,NA,NA,NA,4.5,NA,1.5,5380,93,385,21,355,4167,10401,10143,80088,1146,7,8,0.51,"四"
"34","台南市","V-17","大營橋",314,800,"E120.31842","N23.10917","台1線","曾文溪橋南端","新市",310,274,318,0,"平原區",7.7,26.8,"南",3.7,3.7,NA,NA,NA,4.5,NA,1.5,5345,100,325,21,265,4395,10451,9918,80473,1101,17,18,0.51,"四"
"35","台南市","V-18","高鐵橋下",321,800,"E120.28794","N23.06549","台1線","新市","國道８",318,0,322,600,"平原區",4.6,29,"北",3.5,3.5,3.5,NA,NA,2,NA,2,9677,65,80,18,236,6060,16136,14899,74226,1482,17,18,0.51,"四"
"36","台南市","V-18","高鐵橋下",321,800,"E120.28794","N23.06549","台1線","新市","國道８",318,0,322,600,"平原區",4.6,29,"南",3.5,3.5,3.5,NA,NA,2,NA,2,9229,113,104,10,174,5165,14795,13723,68057,1518,7,8,0.51,"四"
