"","縣市別","調查站_編號","調查站_地點","調查站_樁號_K","調查站_樁號_百位數","調查站_座標_經度","調查站_座標_緯度","路線編號","起迄地名_起點","起迄地名_迄點","起點樁號_K","起點樁號_百位數","迄點樁號_K","迄點樁號_百位數","地形","里程(公里)","路面寬度(公尺)","方向(往)","車道佈設_快車道寬度(公尺)_1","車道佈設_快車道寬度(公尺)_2","車道佈設_快車道寬度(公尺)_3","車道佈設_快車道寬度(公尺)_4","車道佈設_快車道寬度(公尺)_5","車道佈設_機慢車道寬度(公尺)_1","車道佈設_機慢車道寬度(公尺)_2","車道佈設_路肩寬度(公尺)","各車種車輛數(輛/日)_小型車","各車種車輛數(輛/日)_大客車","各車種車輛數(輛/日)_大貨車","各車種車輛數(輛/日)_全聯結車","各車種車輛數(輛/日)_半聯結車","各車種車輛數(輛/日)_機車","各車種車輛數(輛/日)_合計","總計_流量(PCU)","總計_車公里","尖峰小時_交通量(PCU)","尖峰小時_時段_起","尖峰小時_時段_迄","方向係數","備註"
"345","新竹縣","Ⅰ-I64","竹東交流道",19,100,"121.0808023","24.7506431","台68線","芎林交流道","竹東交流道",15,800,20,0,"平原區",4.2,21.8,"東",3.6,3.6,0,0,0,0,0,1.6,16482,126,358,3,164,263,17396,17867,73063,1691,17,18,0.56,NA
"346","新竹縣","Ⅰ-I64","竹東交流道",19,100,"121.0808023","24.7506431","台68線","芎林交流道","竹東交流道",15,800,20,0,"平原區",4.2,21.8,"西",3.7,3.7,0,0,0,0,0,1.5,17601,133,391,2,171,267,18565,19067,77973,2148,7,8,0.56,NA
"347","新竹縣","Ⅰ-I65","竹東",22,700,"121.1023336","24.7251301","台68線","竹東交流道","竹東",20,0,23,500,"平原區",3.5,18.6,"東",3.7,3.7,0,0,0,0,0,1.5,8928,74,197,2,152,192,9545,9912,33408,1031,11,12,0.56,NA
"348","新竹縣","Ⅰ-I65","竹東",22,700,"121.1023336","24.7251301","台68線","竹東交流道","竹東",20,0,23,500,"平原區",3.5,18.6,"西",3.7,3.7,0,0,0,0,0,1.5,9309,80,239,2,158,195,9983,10385,34940,1301,16,17,0.56,NA
"349","新竹縣","Ⅰ-I66","竹東",0,900,"121.0802248","24.7498175","台68甲線","台68線交岔路口","竹東",0,0,0,987,"平原區",1,22.6,"東",3.6,3.6,0,0,0,0,0,3.1,5109,61,215,2,74,53,5514,5784,5514,581,17,18,0.6,NA
"350","新竹縣","Ⅰ-I66","竹東",0,900,"121.0802248","24.7498175","台68甲線","台68線交岔路口","竹東",0,0,0,987,"平原區",1,22.6,"西",3.6,3.6,0,0,0,0,0,3.1,5743,71,217,4,70,56,6161,6432,6161,877,7,8,0.6,NA
"351","苗栗縣","Ⅱ-01","頂大埔",89,600,"120.9196321","24.71589619","台1線","竹苗縣界","頭份",89,547,92,0,"平原區",2.5,23.6,"北",3.7,4,0,0,0,2,0,1,6147,140,333,3,98,2459,9180,8881,22950,1168,17,18,0.54,NA
"352","苗栗縣","Ⅱ-01","頂大埔",89,600,"120.9196321","24.71589619","台1線","竹苗縣界","頭份",89,547,92,0,"平原區",2.5,23.6,"南",3.7,4,0,0,0,2,0,1,6211,125,350,2,93,2469,9250,8937,23125,1362,8,9,0.54,NA
"353","苗栗縣","Ⅱ-02","頭份",93,400,"120.9108576","24.68921535","台1線","頭份","尖山",92,0,96,139,"平原區",4.1,22.4,"北",4.2,3.3,0,0,0,0,0,3.1,10949,128,471,13,125,2072,13758,13505,56408,1102,8,9,0.52,NA
"354","苗栗縣","Ⅱ-02","頭份",93,400,"120.9108576","24.68921535","台1線","頭份","尖山",92,0,96,139,"平原區",4.1,22.4,"南",4.2,3.3,0,0,0,0,0,3.1,10509,123,385,3,121,3057,14198,13478,58212,1211,18,19,0.52,NA
"355","苗栗縣","Ⅱ-03","尖山大橋",98,0,"120.882506","24.66671428","台1線","尖山","談文",96,139,99,0,"平原區",2.9,23.2,"北",3.7,3.9,0,0,0,2.1,0,2,7949,80,336,1,57,5571,13994,12647,40583,1472,7,8,0.74,NA
"356","苗栗縣","Ⅱ-03","尖山大橋",98,0,"120.882506","24.66671428","台1線","尖山","談文",96,139,99,0,"平原區",2.9,23.2,"南",3.7,3.9,0,0,0,2.1,0,1.8,3686,48,276,0,61,461,4532,4678,13143,515,7,8,0.74,NA
"357","苗栗縣","Ⅱ-04","公館仔橋",99,200,"120.8755678","24.66031715","台1線","談文","造橋",99,0,102,29,"平原區",3,25.7,"北",3.6,3.6,0,0,0,2,0,2.4,3274,120,309,1,84,1580,5368,5279,16104,563,17,18,0.5,NA
"358","苗栗縣","Ⅱ-04","公館仔橋",99,200,"120.8755678","24.66031715","台1線","談文","造橋",99,0,102,29,"平原區",3,25.7,"南",3.6,3.6,0,0,0,2,0,2.4,3375,111,331,0,106,1494,5417,5403,16251,571,7,8,0.5,NA
"359","苗栗縣","Ⅱ-05","龍昇陸橋",105,300,"120.8295627","24.64338977","台1線","造橋","後龍",102,29,107,581,"丘陵區",5.6,23.4,"北",3.9,4,0,0,0,2,0,1.3,1776,49,100,2,51,645,2623,2791,14689,253,18,19,0.56,NA
"360","苗栗縣","Ⅱ-05","龍昇陸橋",105,300,"120.8295627","24.64338977","台1線","造橋","後龍",102,29,107,581,"丘陵區",5.6,23.4,"南",3.9,4,0,0,0,2,0,1.3,1784,69,110,1,86,622,2672,3012,14963,323,17,18,0.56,NA
"361","苗栗縣","Ⅱ-06","大庄橋",110,200,"120.7969477","24.61779806","台1線","後龍","十班坑",107,581,111,500,"平原區",3.9,30.7,"北",3.8,3.8,0,0,0,2,0,4.8,2599,25,92,0,54,1303,4073,3849,15885,446,7,8,0.52,NA
"362","苗栗縣","Ⅱ-06","大庄橋",110,200,"120.7969477","24.61779806","台1線","後龍","十班坑",107,581,111,500,"平原區",3.9,30.7,"南",3.6,3.7,0,0,0,2,0,4.5,2469,16,88,0,44,1210,3827,3604,14925,409,17,18,0.52,NA
"363","苗栗縣","Ⅱ-07","後龍溪橋",112,300,"120.7828328","24.60611708","台1線","十班坑","西湖",111,500,118,335,"平原區",6.8,29.4,"北",3.6,3.6,3.6,0,0,0,0,2.4,5141,41,217,2,145,1438,6984,6833,47491,641,16,17,0.51,NA
"364","苗栗縣","Ⅱ-07","後龍溪橋",112,300,"120.7828328","24.60611708","台1線","十班坑","西湖",111,500,118,335,"平原區",6.8,29.4,"南",3.6,3.6,3.6,0,0,0,0,2.4,5260,44,226,2,133,1320,6985,6862,47498,618,11,12,0.51,NA
"365","苗栗縣","Ⅱ-08","西湖橋",118,500,"120.7523812","24.56317722","台1線","西湖","南勢",118,335,124,129,"平原區",5.8,25.2,"北",3.7,3.8,0,0,0,2,0,2.5,1281,27,72,2,55,780,2217,2147,12859,230,17,18,0.53,NA
"366","苗栗縣","Ⅱ-08","西湖橋",118,500,"120.7523812","24.56317722","台1線","西湖","南勢",118,335,124,129,"平原區",5.8,25.2,"南",3.7,3.8,0,0,0,2,0,2.5,1284,25,88,1,61,663,2122,2104,12308,264,7,8,0.53,NA
"367","苗栗縣","Ⅱ-09","新埔橋",127,600,"120.6967307","24.54232707","台1線","南勢","通霄",124,129,132,131,"平原區",8,31.2,"北",4.3,3.6,3.6,0,0,2.2,0,1.3,1633,21,62,8,7,816,2547,2374,20376,323,17,18,0.52,NA
"368","苗栗縣","Ⅱ-09","新埔橋",127,600,"120.6967307","24.54232707","台1線","南勢","通霄",124,129,132,131,"平原區",8,31.2,"南",3.7,3.6,3.6,0,0,2.2,0,1.6,1666,19,62,9,12,948,2716,2515,21728,296,16,17,0.52,NA
"369","苗栗縣","Ⅱ-10","番社橋",132,700,"120.6920607","24.49854436","台1線","通霄","田心仔",132,131,134,975,"平原區",2.8,35.7,"北",3.6,3.6,3.6,0,0,2,0,3.6,2786,14,274,28,542,427,4071,5227,11399,491,7,8,0.5,NA
"370","苗栗縣","Ⅱ-10","番社橋",132,700,"120.6920607","24.49854436","台1線","通霄","田心仔",132,131,134,975,"平原區",2.8,35.7,"南",3.6,3.6,3.6,0,0,2.2,0,3.3,2970,31,305,23,530,377,4236,5398,11861,487,17,18,0.5,NA
"371","苗栗縣","Ⅱ-11","苑裡橋",139,0,"120.6593123","24.45448123","台1線","田心仔","山柑尾",134,975,140,0,"平原區",5,26.3,"北",3.9,3.9,0,0,0,2.1,0,2,4805,52,254,0,61,2235,7407,7012,37035,757,17,18,0.55,NA
"372","苗栗縣","Ⅱ-11","苑裡橋",139,0,"120.6593123","24.45448123","台1線","田心仔","山柑尾",134,975,140,0,"平原區",5,26.3,"南",3.9,3.9,0,0,0,2.1,0,2,4744,51,249,1,64,2276,7385,6983,36925,907,7,8,0.55,NA
"373","苗栗縣","Ⅱ-12","福特汽車",142,500,"120.6450722","24.43050813","台1線","山柑尾","苗中縣界",140,0,143,382,"平原區",3.4,28,"北",3.6,3.9,0,0,0,2.2,0,3.6,6616,70,369,1,165,2365,9586,9429,32592,1104,17,18,0.53,NA
"374","苗栗縣","Ⅱ-12","福特汽車",142,500,"120.6450722","24.43050813","台1線","山柑尾","苗中縣界",140,0,143,382,"平原區",3.4,28,"南",3.6,3.7,0,0,0,2.2,0,3.3,6268,68,355,0,134,2555,9380,9094,31892,1264,7,8,0.53,NA
"375","臺中市","Ⅱ-13","大安溪橋",150,100,"120.6423498","24.36714294","台1線","苗中縣界","頂店",143,382,151,750,"平原區",8.4,35.2,"北",3.5,3.5,3.5,0,0,2,0,3.5,9621,152,587,2,79,5639,16080,14920,135072,2578,7,8,0.55,NA
"376","臺中市","Ⅱ-13","大安溪橋",150,100,"120.6423498","24.36714294","台1線","苗中縣界","頂店",143,382,151,750,"平原區",8.4,35.2,"南",3.5,3.5,3.5,0,0,2,0,3.5,9438,157,555,2,88,5741,15981,14796,134240,2074,17,18,0.55,NA
"377","臺中市","Ⅱ-14","大甲大安港路口",153,500,"120.6172886","24.35027013","台1線","頂店","大甲",151,750,153,559,"平原區",1.8,25.5,"北",3.5,3.5,0,0,0,1.6,0,2.8,5327,175,294,2,220,1462,7480,7720,13464,801,7,8,0.51,NA
"378","臺中市","Ⅱ-14","大甲大安港路口",153,500,"120.6172886","24.35027013","台1線","頂店","大甲",151,750,153,559,"平原區",1.8,25.5,"南",3.5,3.5,0,0,0,1.6,0,2.5,4738,187,301,3,218,2073,7520,7585,13536,839,17,18,0.51,NA
"379","臺中市","Ⅱ-15","大甲溪橋",157,300,"120.6058191","24.31917692","台1線","大甲","清水",153,559,162,989,"平原區",9.4,23,"北",3.5,3.5,0,0,0,2,0,2,7950,183,555,3,256,3495,12442,12282,116955,1329,7,8,0.51,NA
"380","臺中市","Ⅱ-15","大甲溪橋",157,300,"120.6058191","24.31917692","台1線","大甲","清水",153,559,162,989,"平原區",9.4,23,"南",3.5,3.5,0,0,0,2,0,2,8282,192,593,5,251,3471,12794,12658,120264,1410,7,8,0.51,NA
"381","臺中市","Ⅱ-16","美田橋",163,100,"120.574635","24.27790979","台1線","清水","沙鹿",162,989,164,41,"平原區",1.1,40.2,"北",3.5,3.5,3.5,0,0,2.5,0,6,5279,55,324,4,51,2089,7802,7475,8582,1057,7,8,0.52,NA
"382","臺中市","Ⅱ-16","美田橋",163,100,"120.574635","24.27790979","台1線","清水","沙鹿",162,989,164,41,"平原區",1.1,40.2,"南",3.5,3.5,3.5,0,0,2.5,0,5.5,6910,59,336,2,30,2935,10272,9654,11299,1123,17,18,0.52,NA
"383","臺中市","Ⅱ-17","梧棲",169,550,"120.545394","24.22812799","台1線","沙鹿","龍井",164,41,175,804,"平原區",11.8,38.2,"北",3.5,3.5,3.5,0,0,2,0,5.1,7092,35,392,32,175,2425,10151,10052,119782,1222,17,18,0.55,NA
"384","臺中市","Ⅱ-17","梧棲",169,550,"120.545394","24.22812799","台1線","沙鹿","龍井",164,41,175,804,"平原區",11.8,38.2,"南",3.5,3.5,3.5,0,0,2,0,5.1,7544,38,395,20,219,2601,10817,10732,127641,1485,7,8,0.55,NA
"385","臺中市","Ⅱ-18","山陽橋",176,550,"120.5424385","24.17043703","台1線","龍井","大肚",175,804,178,205,"平原區",2.4,39.8,"北",3.5,3.5,4.1,0,0,0,0,7.8,7007,138,598,12,275,3165,11195,10871,26868,1330,7,8,0.51,NA
"386","臺中市","Ⅱ-18","山陽橋",176,550,"120.5424385","24.17043703","台1線","龍井","大肚",175,804,178,205,"平原區",2.4,39.8,"南",3.5,3.5,0,0,0,2,0,9.5,6884,147,692,9,302,3428,11462,11476,27509,1268,17,18,0.51,NA
"387","臺中市","Ⅱ-19","大肚",180,600,"120.5520406","24.1366492","台1線","大肚","王田交流道",178,205,183,967,"平原區",5.8,23.8,"北",3.5,3.5,0,0,0,2.1,0,2,10427,163,1190,11,436,5381,17608,17565,102126,1896,7,8,0.51,NA
"388","臺中市","Ⅱ-19","大肚",180,600,"120.5520406","24.1366492","台1線","大肚","王田交流道",178,205,183,967,"平原區",5.8,23.8,"南",3.5,3.5,0,0,0,2.1,0,2,10551,161,1080,10,433,5477,17712,17576,102730,1949,7,8,0.51,NA
"389","臺中市","Ⅱ-20","大度橋",185,700,"120.5821317","24.10680728","台1線","王田交流道","中彰縣界",183,967,186,280,"平原區",2.3,27.5,"北",3.5,3.5,0,0,0,2.6,0,0.3,12671,183,693,12,134,9137,22830,20820,52509,2811,7,8,0.54,"快慢分隔,1車道"
"390","臺中市","Ⅱ-20","大度橋",185,700,"120.5821317","24.10680728","台1線","王田交流道","中彰縣界",183,967,186,280,"平原區",2.3,27.5,"南",3.5,3.5,0,0,0,2.6,0,0.3,13348,192,783,11,189,9812,24335,22279,55970,2429,17,18,0.54,"快慢分隔,1車道"
"391","彰化縣","Ⅱ-21","中山路三段",189,0,"120.561594","24.08724215","台1線","中彰縣界","台19線交岔路口",186,280,191,0,"平原區",4.7,18,"北",3.3,3.6,0,0,0,0,0,1.2,11434,222,316,0,24,12320,24316,19705,114285,1998,7,8,0.5,NA
"392","彰化縣","Ⅱ-21","中山路三段",189,0,"120.561594","24.08724215","台1線","中彰縣界","台19線交岔路口",186,280,191,0,"平原區",4.7,18,"南",3.3,3.6,0,0,0,0,0,2,12043,220,375,1,16,14123,26778,21461,125857,2024,7,8,0.5,NA
"393","彰化縣","Ⅱ-22","台19線交岔路口",191,500,"120.5456106","24.0802261","台1線","台19線交岔路口","137線交岔路口",191,0,192,50,"平原區",1.1,18.6,"北",3.5,3.5,0,0,0,0,0,1.3,11114,183,302,0,11,15183,26793,20985,29472,2038,17,18,0.56,NA
"394","彰化縣","Ⅱ-22","台19線交岔路口",191,500,"120.5456106","24.0802261","台1線","台19線交岔路口","137線交岔路口",191,0,192,50,"平原區",1.1,18.6,"南",3.5,3.5,0,0,0,0,0,3,11925,71,338,1,9,21048,33392,25198,36731,2560,7,8,0.56,NA
"395","彰化縣","Ⅱ-23","蓬萊橋",196,200,"120.5364438","24.03454295","台1線","137線交岔路口","花壇",192,50,197,0,"平原區",5,25.1,"北",3.6,3.6,0,0,0,1.8,0,2.5,10882,121,527,17,71,7987,19605,17710,98025,2141,7,8,0.51,NA
"396","彰化縣","Ⅱ-23","蓬萊橋",196,200,"120.5364438","24.03454295","台1線","137線交岔路口","花壇",192,50,197,0,"平原區",5,25.1,"南",3.7,3.7,0,0,0,2.1,0,2.5,10907,120,547,17,75,8683,20349,18262,101745,2063,17,18,0.51,NA
"397","彰化縣","Ⅱ-24","港尾橋",203,400,"120.5693991","23.98180619","台1線","花壇","員林",197,0,205,0,"平原區",8,25.1,"北",3.7,3.7,0,0,0,1.9,0,2.2,12655,159,743,12,159,7906,21634,20056,173072,2287,7,8,0.53,NA
"398","彰化縣","Ⅱ-24","港尾橋",203,400,"120.5693991","23.98180619","台1線","花壇","員林",197,0,205,0,"平原區",8,25.1,"南",3.5,3.5,0,0,0,1.8,0,2.7,12463,154,718,12,113,7607,21067,19471,168536,2047,17,18,0.53,NA
"399","彰化縣","Ⅱ-25","永靖",207,900,"120.5614948","23.94315879","台1線","員林","永靖",205,0,209,0,"平原區",4,28,"北",3.7,3.5,3.7,0,0,0,0,0.4,15207,114,1018,26,98,9398,25861,22916,103444,2579,7,8,0.57,NA
"400","彰化縣","Ⅱ-25","永靖",207,900,"120.5614948","23.94315879","台1線","員林","永靖",205,0,209,0,"平原區",4,28,"南",3.6,3.7,0,0,0,2,0,2.4,13972,111,1004,26,124,8595,23832,22112,95328,1975,17,18,0.57,NA
"401","彰化縣","Ⅱ-26","第一北勢寮橋",215,700,"120.5233128","23.88433049","台1線","永靖","北斗",209,0,216,0,"平原區",7,25.2,"北",3.5,3.5,0,0,0,2,0,2.5,9731,83,746,9,67,4600,15236,14423,106652,1418,17,18,0.51,NA
"402","彰化縣","Ⅱ-26","第一北勢寮橋",215,700,"120.5233128","23.88433049","台1線","永靖","北斗",209,0,216,0,"平原區",7,25.2,"南",3.5,3.5,0,0,0,2,0,2.5,9773,84,681,10,88,4378,15014,14280,105098,1356,7,8,0.51,NA
"403","彰化縣","Ⅱ-27","第四溪州橋",219,100,"120.5048272","23.85969683","台1線","北斗","溪州",216,0,220,0,"平原區",4,25.2,"北",3.5,3.5,0,0,0,2,0,2.4,5793,43,393,3,30,3240,9502,8815,38008,899,17,18,0.57,NA
"404","彰化縣","Ⅱ-27","第四溪州橋",219,100,"120.5048272","23.85969683","台1線","北斗","溪州",216,0,220,0,"平原區",4,25.2,"南",3.5,3.5,0,0,0,2,0,2.4,5723,44,333,6,41,2974,9121,8512,36484,672,7,8,0.57,NA
"405","彰化縣","Ⅱ-28","溪州大橋",226,0,"120.4683725","23.81538267","台1線","溪州","彰雲縣界",220,0,226,879,"平原區",6.9,24.8,"北",3.7,3.8,0,0,0,1.9,0,1.8,3150,45,663,11,157,795,4821,5274,33265,551,17,18,0.5,NA
"406","彰化縣","Ⅱ-28","溪州大橋",226,0,"120.4683725","23.81538267","台1線","溪州","彰雲縣界",220,0,226,879,"平原區",6.9,24.8,"南",3.7,3.8,0,0,0,1.9,0,1.8,3333,45,673,23,236,714,5024,5688,34666,556,7,8,0.5,NA
"407","臺中市","Ⅱ-29","大雅",1,0,"120.649143","24.21706949","台1乙線","大雅","大華國中",0,0,1,775,"平原區",1.8,24.5,"北",3.5,3.5,0,0,0,1.8,0,2.5,13707,264,837,8,232,8138,23186,21776,41735,1920,7,8,0.5,NA
"408","臺中市","Ⅱ-29","大雅",1,0,"120.649143","24.21706949","台1乙線","大雅","大華國中",0,0,1,775,"平原區",1.8,24.5,"南",3.5,3.5,0,0,0,1.8,0,2,14421,252,932,6,177,6901,22689,21577,40840,1944,7,8,0.5,NA
"409","臺中市","Ⅱ-30","水湳",5,900,"120.6692138","24.1776308","台1乙線","大華國中","五權路口",1,775,8,725,"平原區",7,28,"北",3.5,3.5,0,0,0,4.8,0,0.1,19275,528,512,0,10,19286,39611,34365,277277,3286,7,8,0.5,NA
"410","臺中市","Ⅱ-30","水湳",5,900,"120.6692138","24.1776308","台1乙線","大華國中","五權路口",1,775,8,725,"平原區",7,28,"南",3.5,3.5,0,0,0,4.6,0,0.1,20172,577,595,0,15,21677,43036,37150,301252,3329,17,18,0.5,NA
"411","臺中市","Ⅱ-31","民權路口",9,700,"120.6710636","24.14525704","台1乙線","五權路口","精忠橋南端",8,725,15,370,"平原區",6.6,26.2,"北",3.5,3.5,0,0,0,3.8,0,0.8,12332,130,236,0,13,11767,24478,21157,161555,1757,18,19,0.5,NA
"412","臺中市","Ⅱ-31","民權路口",9,700,"120.6710636","24.14525704","台1乙線","五權路口","精忠橋南端",8,725,15,370,"平原區",6.6,26.2,"南",3.5,3.5,0,0,0,3.8,0,0.8,11634,142,248,0,12,12159,24195,20766,159687,1749,8,9,0.5,NA
"413","臺中市","Ⅱ-32","明道中學",16,300,"120.6358728","24.10699092","台1乙線","精忠橋南端","烏日",15,370,17,221,"平原區",1.9,26.2,"北",3.5,3.5,0,0,0,2,0,2.5,10312,403,366,0,33,8543,19657,17545,37348,1600,18,19,0.51,NA
"414","臺中市","Ⅱ-32","明道中學",16,300,"120.6358728","24.10699092","台1乙線","精忠橋南端","烏日",15,370,17,221,"平原區",1.9,26.2,"南",3.5,3.5,0,0,0,2,0,2.5,10328,414,350,2,17,9300,20411,18041,38781,1662,7,8,0.51,NA
"415","臺中市","Ⅱ-33","集泉橋",18,500,"120.6151595","24.1063053","台1乙線","烏日","王田",17,221,21,921,"平原區",4.7,30.3,"北",3.3,3.4,3.4,0,0,2.6,0,0.3,14479,439,738,3,109,11618,27386,24714,128714,2806,17,18,0.5,NA
"416","臺中市","Ⅱ-33","集泉橋",18,500,"120.6151595","24.1063053","台1乙線","烏日","王田",17,221,21,921,"平原區",4.7,30.3,"南",3.3,3.4,3.4,0,0,1.5,0,0.5,15151,449,699,5,167,12644,29115,26241,136840,2838,7,8,0.5,NA
"417","彰化縣","Ⅱ-34","里程牌",3,0,"120.5614353","24.0971021","台1丙線","大肚橋南端","139線交岔路口",0,0,5,536,"平原區",5.5,28.1,"北",3.6,3.6,0,0,0,3.1,0,2.6,12621,37,742,2,50,6075,19527,18199,107398,2291,7,8,0.55,NA
"418","彰化縣","Ⅱ-34","里程牌",3,0,"120.5614353","24.0971021","台1丙線","大肚橋南端","139線交岔路口",0,0,5,536,"平原區",5.5,28.1,"南",3.5,3.5,0,0,0,2.1,2.4,3.7,12294,42,864,3,45,5880,19128,17913,105204,1890,17,18,0.55,NA
"419","彰化縣","Ⅱ-35","里程牌",6,100,"120.5339354","24.08859084","台1丙線","139線交岔路口","莿桐",5,536,8,300,"平原區",2.8,27.8,"北",3.8,3.6,0,0,0,2.2,0,3.2,9111,34,506,1,33,4998,14683,13522,41112,1224,17,18,0.53,NA
"420","彰化縣","Ⅱ-35","里程牌",6,100,"120.5339354","24.08859084","台1丙線","139線交岔路口","莿桐",5,536,8,300,"平原區",2.8,27.8,"南",3.7,3.6,0,0,0,2.2,0,3.2,9142,55,596,2,29,5105,14929,13786,41801,1379,7,8,0.53,NA
"421","苗栗縣","Ⅱ-36","竹南交流道",1,600,"120.8571187","24.67113556","台1己線","竹南","頭份",0,0,4,186,"平原區",4.2,24.3,"北",3.6,3.6,0,0,0,2.2,0,0.3,3868,25,554,11,282,195,4935,5753,20727,592,7,8,0.51,NA
"422","苗栗縣","Ⅱ-36","竹南交流道",1,600,"120.8571187","24.67113556","台1己線","竹南","頭份",0,0,4,186,"平原區",4.2,24.3,"南",3.6,3.6,0,0,0,2.2,0,0.3,3994,22,535,9,310,235,5105,5952,21441,576,17,18,0.51,NA
"423","苗栗縣","Ⅱ-37","峨嵋橋",94,900,"120.9662157","24.67230819","台3線","竹苗縣界","三灣國中",93,0,97,736,"平原區",4.7,17.6,"北",3.4,3.8,0,0,0,0,0,1.6,2071,55,64,0,12,1080,3282,2934,15425,646,14,15,0.6,"分離2車道"
"424","苗栗縣","Ⅱ-37","峨嵋橋",94,900,"120.9662157","24.67230819","台3線","竹苗縣界","三灣國中",93,0,97,736,"平原區",4.7,17.6,"南",3.4,3.8,0,0,0,0,0,1.6,1858,57,69,0,11,1069,3064,2722,14401,425,10,11,0.6,"分離2車道"
"425","苗栗縣","Ⅱ-38","中港溪橋",98,100,"120.9544081","24.64577251","台3線","三灣國中","三灣",97,736,100,124,"平原區",2.4,17.4,"北",3.5,3.6,0,0,0,0,0,1.6,4403,43,75,0,89,1577,6187,5794,14849,1098,14,15,0.55,NA
"426","苗栗縣","Ⅱ-38","中港溪橋",98,100,"120.9544081","24.64577251","台3線","三灣國中","三灣",97,736,100,124,"平原區",2.4,17.4,"南",3.5,3.6,0,0,0,0,0,1.6,4330,44,76,0,91,1654,6195,5775,14868,891,11,12,0.55,NA
"427","苗栗縣","Ⅱ-39","大河底一橋",102,800,"120.9497929","24.61601728","台3線","三灣","三灣郵局",100,124,107,705,"平原區",7.6,14.1,"北",3.3,3.1,0,0,0,0,0,0.7,971,3,23,0,1,1109,2107,1679,16013,315,10,11,0.61,NA
"428","苗栗縣","Ⅱ-39","大河底一橋",102,800,"120.9497929","24.61601728","台3線","三灣","三灣郵局",100,124,107,705,"平原區",7.6,14.1,"南",3.3,3.4,0,0,0,0,0,0.3,824,4,19,0,0,1291,2138,1634,16249,492,10,11,0.61,NA
"429","苗栗縣","Ⅱ-40","獅潭國中",113,200,"120.923813","24.54558612","台3線","三灣郵局","獅潭",107,705,113,683,"平原區",6,16.4,"北",3.6,3.6,0,0,0,0,0,1.2,987,8,34,0,0,911,1940,1597,11640,319,15,16,0.52,NA
"430","苗栗縣","Ⅱ-40","獅潭國中",113,200,"120.923813","24.54558612","台3線","三灣郵局","獅潭",107,705,113,683,"平原區",6,16.4,"南",3.6,3.6,0,0,0,0,0,0.8,950,9,33,0,0,952,1944,1585,11664,345,10,11,0.52,NA
"431","苗栗縣","Ⅱ-41","鹽水坑橋",120,800,"120.8990596","24.48904452","台3線","獅潭","豐林國小",113,683,123,883,"丘陵區",10.2,13.5,"北",3.3,3.1,0,0,0,0,0,0.4,690,10,26,0,0,414,1140,1010,11628,227,10,11,0.51,NA
"432","苗栗縣","Ⅱ-41","鹽水坑橋",120,800,"120.8990596","24.48904452","台3線","獅潭","豐林國小",113,683,123,883,"丘陵區",10.2,13.5,"南",3.2,3.1,0,0,0,0,0,0.4,693,10,31,0,0,668,1402,1176,14300,222,14,15,0.51,NA
"433","苗栗縣","Ⅱ-42","汶水橋",126,300,"120.8767944","24.45462625","台3線","豐林國小","汶水",123,883,126,530,"丘陵區",2.6,15.8,"北",3.6,4,0,0,0,0,0,0.3,3801,45,142,0,32,656,4676,4729,12158,720,14,15,0.56,NA
"434","苗栗縣","Ⅱ-42","汶水橋",126,300,"120.8767944","24.45462625","台3線","豐林國小","汶水",123,883,126,530,"丘陵區",2.6,15.8,"南",3.6,4,0,0,0,0,0,0.3,3829,45,147,0,30,636,4687,4745,12186,565,11,12,0.56,NA
"435","苗栗縣","Ⅱ-43","湖忠橋",130,200,"120.8640683","24.42217529","台3線","汶水","南湖",126,530,133,44,"丘陵區",6.5,24.8,"北",3.6,3.7,0,0,0,2.1,0,2.2,3201,25,128,0,35,1687,5076,4863,32994,458,7,8,0.54,NA
"436","苗栗縣","Ⅱ-43","湖忠橋",130,200,"120.8640683","24.42217529","台3線","汶水","南湖",126,530,133,44,"丘陵區",6.5,24.8,"南",3.5,3.6,0,0,0,2.1,0,2,3237,24,128,0,33,1721,5143,4911,33430,532,9,10,0.54,NA
"437","苗栗縣","Ⅱ-44","復興二橋",135,700,"120.852033","24.38278911","台3線","南湖","八份",133,44,138,131,"丘陵區",5.1,16.3,"北",3.5,3.6,0,0,0,0,0,1.2,1543,7,75,0,10,659,2294,2152,11699,277,11,12,0.52,NA
"438","苗栗縣","Ⅱ-44","復興二橋",135,700,"120.852033","24.38278911","台3線","南湖","八份",133,44,138,131,"丘陵區",5.1,16.3,"南",3.6,3.6,0,0,0,0,0,0.8,1560,6,88,0,8,661,2323,2185,11847,295,15,16,0.52,NA
"439","苗栗縣","Ⅱ-45","景山橋",141,600,"120.8268683","24.34282289","台3線","八份","酸柑湖",138,131,144,592,"丘陵區",6.5,12.2,"北",3.7,0,0,0,0,1.3,0,1.1,1432,6,52,0,10,582,2082,1947,13533,232,15,16,0.57,NA
"440","苗栗縣","Ⅱ-45","景山橋",141,600,"120.8268683","24.34282289","台3線","八份","酸柑湖",138,131,144,592,"丘陵區",6.5,12.2,"南",3.7,0,0,0,0,1.3,0,1.1,1492,6,61,0,9,590,2158,2033,14027,306,15,16,0.57,NA
"441","苗栗縣","Ⅱ-46","埔尾三橋",147,100,"120.8238407","24.32193213","台3線","酸柑湖","卓蘭",144,592,148,817,"丘陵區",4.2,17.8,"北",3.6,3.3,0,0,0,0,0,1,2154,16,69,0,11,1155,3405,3072,14301,367,11,12,0.51,NA
