行政區別,村里別,第7案,第8案,第9案,第10案,第11案,第12案,第13案,第14案,第15案,第16案
　三重區,介壽里,0.806451613,0.759229535,0.777419355,0.691950464,0.649068323,0.586956522,0.5,0.3344,0.340729002,0.587171053
　三重區,萬壽里,0.792299899,0.779591837,0.77833002,0.706846673,0.656400385,0.590291262,0.469506292,0.354743083,0.364431487,0.586099585
　三重區,錦江里,0.73715415,0.711288711,0.713444553,0.698542805,0.643656716,0.560111836,0.532727273,0.384541063,0.385347288,0.539813857
　三重區,龍濱里,0.755754476,0.755798969,0.784932389,0.714896215,0.659375,0.589775561,0.492555831,0.354736173,0.383343929,0.577969476
　三重區,龍門里,0.753407683,0.745657568,0.77188656,0.711084906,0.648711944,0.578512397,0.493552169,0.342011834,0.366745283,0.562656642
　三重區,秀江里,0.777429467,0.756451613,0.745682889,0.707317073,0.721419185,0.610119048,0.484984985,0.335403727,0.353658537,0.592775041
　三重區,奕壽里,0.728059333,0.719496855,0.724438903,0.712247325,0.631264916,0.585542169,0.535589265,0.351648352,0.377427184,0.56838143
　三重區,三安里,0.796623794,0.76504065,0.759007206,0.694001519,0.629800307,0.554878049,0.495109105,0.34214619,0.36985237,0.563459984
　三重區,福安里,0.762541806,0.730405405,0.756195579,0.691704768,0.623606557,0.563481675,0.515940143,0.358991374,0.383858268,0.565762004
　三重區,信安里,0.787330317,0.773255814,0.742441209,0.696068013,0.644324324,0.576923077,0.490928495,0.354347826,0.365663322,0.486766398
　三重區,安慶里,0.754115226,0.722854188,0.737322515,0.677233429,0.612682927,0.577409932,0.555767398,0.398230088,0.387192118,0.524555904
　三重區,幸福里,0.771348577,0.742258218,0.753138075,0.701714801,0.641628959,0.583712466,0.530289331,0.349030471,0.372702206,0.558523555
　三重區,六合里,0.751622419,0.737626714,0.776796231,0.714285714,0.666666667,0.611579539,0.498335183,0.352975159,0.348148148,0.575147929
　三重區,六福里,0.75666004,0.740311626,0.752293578,0.69568567,0.645784996,0.580908033,0.529748284,0.382882883,0.374803768,0.575398447
　三重區,順德里,0.788259958,0.745182013,0.73993808,0.73759542,0.660469667,0.597868217,0.514064016,0.309392265,0.320077595,0.591295117
　三重區,承德里,0.771754636,0.74566474,0.7517934,0.733681462,0.67578125,0.564369311,0.490396927,0.314285714,0.310719132,0.556187767
　三重區,瑞德里,0.773620206,0.746704331,0.753731343,0.731448763,0.679012346,0.594474153,0.520076482,0.391787853,0.336642599,0.572259942
　三重區,崇德里,0.743820225,0.733522727,0.739056282,0.712793734,0.671189979,0.59623431,0.543568465,0.35237069,0.344342177,0.566155593
　三重區,厚德里,0.740305523,0.73441247,0.761397276,0.687322342,0.674874091,0.591661907,0.473244147,0.342090234,0.500566893,0.582639715
　三重區,維德里,0.74522293,0.705882353,0.755174875,0.698902606,0.642512077,0.578254848,0.529855868,0.350658351,0.353760446,0.553008596
　三重區,尚德里,0.80484226,0.766990291,0.788732394,0.710432931,0.659859155,0.585694051,0.477160928,0.334779465,0.350649351,0.606953893
　三重區,培德里,0.782112845,0.751054852,0.789411065,0.705202312,0.65910413,0.596007046,0.503750721,0.341996456,0.359347699,0.650909091
　三重區,立德里,0.77027027,0.753269917,0.777777778,0.712676056,0.65334834,0.584459459,0.507554561,0.346597463,0.352226721,0.594497608
　三重區,永德里,0.766084559,0.736669785,0.755064457,0.709163347,0.649397052,0.578994614,0.506151142,0.328810493,0.34384858,0.575440267
　三重區,永煇里,0.740176423,0.706797707,0.731925264,0.662225705,0.61640625,0.629425649,0.560879811,0.387380192,0.392913386,0.524086379
　三重區,永發里,0.753768844,0.725984252,0.747569039,0.679434734,0.588739746,0.576835731,0.514939137,0.372207497,0.410092111,0.558197747
　三重區,永盛里,0.773126266,0.746748802,0.759621877,0.681467181,0.626553303,0.552131148,0.52137843,0.359946773,0.318361955,0.557771664
　三重區,永吉里,0.765647744,0.718403548,0.743440233,0.676610169,0.642119752,0.587301587,0.513328776,0.355225989,0.375,0.566273932
　三重區,永安里,0.838800905,0.751708428,0.772933182,0.704038257,0.658861096,0.582618026,0.48994709,0.339539978,0.360691145,0.576385003
　三重區,永豐里,0.792347549,0.752950753,0.810126582,0.71118854,0.653787299,0.6,0.495437262,0.33724111,0.349631354,0.598770492
　三重區,永福里,0.742255266,0.712039719,0.740832303,0.703322785,0.633306962,0.564194577,0.540645663,0.355465587,0.380684105,0.571248952
　三重區,永清里,0.754881595,0.740396792,0.747632771,0.678050652,0.636041009,0.590487239,0.554027505,0.375552875,0.387290168,0.568268822
　三重區,永順里,0.785809906,0.757207207,0.773924495,0.707327404,0.628375482,0.578151986,0.524390244,0.377294067,0.375,0.574496644
　三重區,溪美里,0.763026608,0.737538721,0.764983352,0.675675676,0.641108421,0.600599782,0.490340136,0.374862788,0.377559378,0.577639752
　三重區,福隆里,0.758458647,0.737215909,0.778297474,0.704009921,0.632319564,0.540886249,0.476449275,0.352806937,0.375627567,0.572463768
　三重區,五常里,0.771744595,0.736493374,0.762455964,0.747242206,0.638399238,0.570402299,0.527555346,0.3714565,0.387864078,0.578269825
　三重區,五福里,0.760663507,0.748943874,0.765088757,0.685206422,0.629394813,0.59046525,0.517260894,0.379591837,0.375655213,0.548076923
　三重區,仁忠里,0.764665757,0.729354615,0.754076087,0.71997431,0.660679923,0.605111821,0.556558363,0.329896907,0.354521625,0.567491166
　三重區,慈福里,0.774874372,0.719387755,0.748758689,0.710172745,0.649038462,0.579049467,0.53721374,0.34799609,0.353287537,0.552192067
　三重區,慈生里,0.764402408,0.709930314,0.73402418,0.733116355,0.671617162,0.6041841,0.536789298,0.332767402,0.342929721,0.562666667
　三重區,慈惠里,0.735503561,0.715920916,0.727179487,0.709923664,0.638728324,0.549854792,0.561643836,0.355093966,0.363636364,0.542948038
　三重區,慈愛里,0.753736192,0.734923791,0.755754476,0.646056782,0.647525962,0.660086366,0.52208589,0.357954545,0.357590966,0.552667579
　三重區,慈化里,0.77983871,0.751426243,0.763945028,0.71066769,0.660741886,0.604489164,0.517829457,0.335968379,0.357762017,0.566115702
　三重區,慈祐里,0.784158416,0.759838547,0.789135802,0.7138863,0.657683215,0.588649156,0.499073216,0.364794714,0.367772512,0.579252238
　三重區,富華里,0.795959596,0.774482759,0.759920635,0.714741544,0.664087685,0.604233483,0.479460847,0.337981408,0.347970725,0.606819763
　三重區,富貴里,0.752320832,0.738525207,0.755677656,0.687762238,0.658277207,0.584898972,0.468938587,0.360431655,0.355371901,0.57556391
　三重區,富福里,0.771023303,0.725469729,0.746938776,0.704433498,0.636898921,0.558185404,0.52454283,0.348469891,0.368159204,0.57203842
　三重區,五華里,0.769411765,0.743101808,0.748590226,0.669067987,0.628314607,0.568918919,0.500216544,0.366727108,0.37449118,0.567450792
　三重區,碧華里,0.778224648,0.770639535,0.776945245,0.64013267,0.62791343,0.58993007,0.456222467,0.373352034,0.384529148,0.591160221
　三重區,福樂里,0.800778715,0.725115359,0.698392283,0.698170732,0.632069608,0.593094945,0.510091743,0.324905183,0.33979975,0.578561917
　三重區,仁華里,0.773277223,0.737739872,0.771084337,0.7,0.656234476,0.575,0.511122096,0.352405063,0.356530509,0.583199572
　三重區,五順里,0.777041943,0.744558992,0.747737557,0.698689956,0.646179402,0.592673592,0.503225806,0.360972913,0.373266778,0.582691168
　中和區,,0.796574156,0.782879847,0.793085689,0.702520081,0.669315502,0.617729915,0.409360615,0.339105584,0.348320095,0.608471754
　中和區,中原里,0.779883946,0.764049269,0.792438272,0.674051821,0.644144144,0.61026616,0.445800962,0.356386999,0.368541033,0.592100117
　中和區,連和里,0.80141844,0.804278922,0.795227098,0.687838885,0.662808642,0.59348332,0.338258165,0.341595662,0.344854071,0.621297038
　中和區,連城里,0.807470289,0.794529915,0.82614601,0.722680753,0.700099305,0.667992048,0.374343832,0.316694772,0.321584424,0.639817095
　中和區,力行里,0.791354055,0.778221416,0.797477477,0.695101062,0.663407821,0.642236888,0.399720963,0.376019865,0.362122789,0.617743702
　中和區,正行里,0.812363636,0.783308931,0.783512545,0.672789116,0.649085795,0.612386917,0.41221374,0.375177305,0.38028169,0.585545723
　中和區,德行里,0.782171349,0.778819444,0.749740035,0.64442962,0.608202734,0.584558824,0.377496671,0.391801075,0.39071957,0.61589404
　中和區,枋寮里,0.793043478,0.776285047,0.796531792,0.700955593,0.672085202,0.621271806,0.412959912,0.350369108,0.336516854,0.626619552
　中和區,漳和里,0.793299262,0.774800456,0.778094695,0.694352159,0.661674986,0.618701008,0.430449069,0.345505618,0.356309061,0.621071013
　中和區,廟美里,0.790653314,0.782008567,0.794201521,0.71070615,0.677911275,0.624367816,0.435461644,0.322751323,0.322191272,0.602594906
　中和區,福真里,0.772565321,0.753004808,0.787752675,0.681920904,0.637648389,0.562711864,0.434366197,0.363001745,0.370826011,0.599638772
　中和區,福善里,0.772633745,0.756644085,0.767346939,0.671071953,0.650684932,0.580708661,0.449756098,0.370959722,0.371174729,0.572399373
　中和區,福美里,0.775980392,0.774336283,0.769720725,0.711520737,0.666511844,0.615313225,0.434433962,0.326118326,0.340941512,0.613471503
　中和區,福祥里,0.788849868,0.769196627,0.799130435,0.700930626,0.657805907,0.604808098,0.444444444,0.34556314,0.34932403,0.601897876
　中和區,瓦磘里,0.789412223,0.763449367,0.790796597,0.69599401,0.641869159,0.610649547,0.430722892,0.34474798,0.36504928,0.602125148
　中和區,福和里,0.786324786,0.778609626,0.786687631,0.697603264,0.651079137,0.618900873,0.442062277,0.347012987,0.356621481,0.583921782
　中和區,佳和里,0.790524849,0.780545113,0.790785143,0.690595184,0.650909091,0.605786618,0.429718876,0.342383801,0.363261567,0.596533462
　中和區,新南里,0.800648298,0.791825613,0.798376184,0.667452213,0.641499472,0.613117366,0.381909548,0.363346614,0.368784898,0.631823144
　中和區,南山里,0.784708249,0.763592429,0.785400878,0.692578125,0.658326818,0.614145383,0.381082133,0.342384888,0.356613344,0.614570615
　中和區,平河里,0.803144064,0.782690943,0.798411586,0.69894168,0.648722009,0.59150772,0.395606884,0.367139959,0.355458915,0.617779891
　中和區,信和里,0.778920308,0.764705882,0.760980592,0.714765101,0.6754935,0.637806638,0.466927976,0.33765586,0.341475573,0.587897757
　中和區,仁和里,0.78783455,0.761787819,0.773391813,0.709827667,0.655576382,0.603367633,0.445429104,0.347558084,0.353583294,0.580871307
　中和區,中正里,0.785714286,0.768508287,0.780076211,0.702674897,0.68756371,0.64516129,0.456453305,0.343531938,0.341785526,0.620365246
　中和區,建和里,0.826797386,0.808982376,0.799567801,0.744345082,0.694915254,0.627659574,0.375399361,0.295661489,0.313408724,0.616629464
　中和區,中山里,0.793577982,0.778808971,0.787739464,0.699710564,0.655701754,0.597354886,0.44606414,0.346586647,0.346038864,0.602803738
　中和區,碧河里,0.78469163,0.76940133,0.789038263,0.690363349,0.656118143,0.591341077,0.431309904,0.33869239,0.354233655,0.607799443
　中和區,正南里,0.800722456,0.778184034,0.790711701,0.742363112,0.701734104,0.62902282,0.383855981,0.303886926,0.327047731,0.59791283
　中和區,頂南里,0.796967699,0.824475524,0.803322259,0.711000622,0.67963085,0.640051513,0.363053239,0.31824147,0.311314585,0.611929825
　中和區,華新里,0.823473584,0.805379747,0.820391414,0.729500756,0.699209246,0.621563836,0.354217604,0.315217391,0.321639242,0.630956188
　中和區,東南里,0.838826185,0.842490842,0.85106383,0.748233216,0.716305789,0.666815145,0.279679858,0.286223807,0.289204798,0.663038549
　中和區,華南里,0.82834507,0.799736495,0.811568799,0.695412065,0.668659266,0.615186615,0.363752665,0.334047109,0.351700387,0.587014134
　中和區,忠孝里,0.789220404,0.784186047,0.783919598,0.732751092,0.696796841,0.613857017,0.373214286,0.304174067,0.321412606,0.587309395
　中和區,崇南里,0.812831389,0.810363248,0.815384615,0.707900208,0.682291667,0.629494528,0.348406989,0.322895277,0.32313278,0.669316375
　中和區,興南里,0.819213313,0.798937785,0.811406844,0.743937233,0.689051095,0.625998548,0.3890094,0.296511628,0.302785924,0.610982212
　中和區,景南里,0.821656051,0.819033886,0.825779037,0.684996606,0.670500677,0.618131868,0.380027739,0.363443896,0.353641457,0.607270135
　中和區,景本里,0.792920354,0.770889488,0.79082083,0.745228216,0.70558799,0.641841004,0.393009378,0.322019147,0.32642487,0.618099548
　中和區,橫路里,0.752808989,0.779661017,0.810055866,0.735135135,0.715083799,0.564971751,0.472222222,0.349726776,0.342245989,0.572254335
　中和區,內南里,0.798022599,0.798415493,0.817110432,0.731380753,0.681895093,0.624206517,0.395939086,0.323415265,0.331460674,0.625222816
　中和區,壽南里,0.757081545,0.732406603,0.752144082,0.709861451,0.696869852,0.621688742,0.395174709,0.335814723,0.320738875,0.548328817
　中和區,福南里,0.799671593,0.782417582,0.804585153,0.692551506,0.655135135,0.600107643,0.368895966,0.353632479,0.33567948,0.595875139
　中和區,外南里,0.782299084,0.76852325,0.775489186,0.701983551,0.678849903,0.61888454,0.409995148,0.325787402,0.337764648,0.597707139
　中和區,中興里,0.80477707,0.792410714,0.794014645,0.688755622,0.667474992,0.628396947,0.378643756,0.346711948,0.345319281,0.620452311
　中和區,吉興里,0.80179558,0.815716273,0.809655172,0.70185923,0.667109635,0.617391304,0.361333333,0.334229993,0.350806452,0.627423823
　中和區,復興里,0.800762631,0.75717322,0.787334594,0.731761566,0.684163701,0.633185841,0.384959714,0.321187584,0.322638952,0.599716446
　中和區,和興里,0.80019305,0.785299807,0.804005722,0.693171188,0.656542056,0.604850214,0.404841006,0.337286528,0.348771267,0.60998062
　中和區,景平里,0.81798149,0.806049822,0.806324111,0.697251586,0.666242038,0.634860051,0.376068376,0.332905434,0.467088608,0.639013453
　中和區,景新里,0.787709497,0.789900249,0.797892126,0.715481172,0.687277051,0.634719711,0.394736842,0.322074789,0.332720588,0.609217172
　中和區,景福里,0.785567856,0.789881681,0.789452167,0.708300395,0.718579235,0.609659541,0.379067033,0.33980198,0.339968153,0.614143921
　中和區,景安里,0.805441055,0.796028134,0.793566775,0.549516908,0.663241107,0.620263263,0.384338793,0.325009909,0.34197925,0.618768328
　中和區,景文里,0.791034937,0.78908849,0.803129074,0.721281741,0.671182266,0.62855338,0.379937304,0.315224258,0.336070752,0.626329787
　中和區,錦和里,0.795489297,0.780375623,0.781811234,0.695474777,0.655365127,0.613593691,0.420894401,0.345585449,0.349605708,0.590505596
　中和區,錦昌里,0.787671233,0.795298727,0.815429688,0.73593899,0.717826501,0.647283127,0.354226021,0.316042267,0.313518696,0.64122894
　中和區,灰磘里,0.816939891,0.772972973,0.756830601,0.708661417,0.6,0.583769634,0.532467532,0.332439678,0.361256545,0.558739255
　中和區,積穗里,0.795368739,0.781487102,0.797598199,0.695568401,0.651774934,0.591901067,0.433971408,0.32554091,0.3599022,0.572919318
　中和區,民享里,0.772161172,0.742175857,0.76820208,0.714486639,0.674597621,0.614295824,0.513261649,0.337159254,0.36232926,0.607250755
　中和區,員山里,0.803870488,0.788526434,0.783570893,0.737794469,0.748129676,0.609022556,0.44448386,0.335027223,0.34179971,0.596975425
　中和區,嘉穗里,0.775091575,0.745387454,0.755265069,0.699718706,0.654978962,0.579761068,0.459930314,0.339716312,0.362909091,0.586666667
　中和區,文元里,0.778716216,0.775231202,0.768456376,0.715797726,0.678019802,0.620063191,0.483947681,0.354234528,0.348129881,0.603188281
　中和區,嘉新里,0.768304915,0.750749251,0.747325522,0.704964539,0.637446403,0.588830043,0.484352431,0.348610434,0.350410826,0.557526609
　中和區,民安里,0.80016214,0.765561843,0.771936919,0.712890625,0.668237142,0.614386792,0.491732283,0.344786256,0.346841478,0.605935697
　中和區,安穗里,0.782075472,0.754326923,0.767595654,0.700951518,0.660326087,0.603369763,0.482727273,0.403988868,0.358998145,0.611084337
　中和區,瑞穗里,0.820109976,0.795238095,0.793401414,0.70795107,0.679847909,0.625771605,0.440769231,0.331264546,0.342835131,0.601275917
　中和區,明穗里,0.789372906,0.768019093,0.784761905,0.684672207,0.651571165,0.599904853,0.436288089,0.345488546,0.355450237,0.59275155
　中和區,清穗里,0.780772032,0.751552795,0.789115646,0.766574586,0.692504805,0.631336406,0.481283422,0.331953071,0.33744856,0.58493353
　中和區,自強里,0.778741866,0.765686705,0.769567118,0.688961838,0.67783292,0.633499171,0.566280033,0.32394958,0.328825021,0.578900709
　中和區,德穗里,0.764514631,0.778357855,0.774453941,0.712223726,0.636866359,0.623748863,0.423357664,0.340689655,0.427314815,0.607570676
　中和區,民生里,0.775147929,0.747557003,0.771213749,0.71886121,0.655764075,0.604769153,0.437106918,0.335762624,0.350601779,0.610049153
　中和區,國光里,0.860830527,0.804409271,0.793064877,0.718057022,0.680189673,0.646964856,0.435457954,0.329930145,0.345385861,0.618806306
　中和區,壽德里,0.834664162,0.822315987,0.817545497,0.730943739,0.696624088,0.626783249,0.338517841,0.299539171,0.31324747,0.636190476
　中和區,明德里,0.787663755,0.778809394,0.788617886,0.74672709,0.689497717,0.627300613,0.467071935,0.295789474,0.324054622,0.582381729
　中和區,錦中里,0.798751201,0.728495915,0.801994302,0.697482838,0.664522059,0.625809436,0.425728829,0.340751043,0.356711565,0.579507008
　中和區,錦盛里,0.785581106,0.778126964,0.797745773,0.68627451,0.643360752,0.606807512,0.424633431,0.346409173,0.425259304,0.579323797
　中和區,民有里,0.773906597,0.770895522,0.764966741,0.75034965,0.69084507,0.631914894,0.463675214,0.296863603,0.310471976,0.610897928
　中和區,員富里,0.782967033,0.761675824,0.765765766,0.683023873,0.620211361,0.576486306,0.475561427,0.37972973,0.386729223,0.62254902
　中和區,嘉慶里,0.784246575,0.749511719,0.767934521,0.693747147,0.655458314,0.620800736,0.467071462,0.360991893,0.372697213,0.571002979
　中和區,冠穗里,0.77906269,0.757557064,0.801101591,0.67587795,0.659037559,0.606095457,0.467316514,0.368233195,0.363528715,0.580808081
　中和區,國華里,0.780383795,0.760057471,0.773571429,0.684819605,0.655030801,0.592592593,0.465885596,0.368384401,0.377515614,0.574780059
　中和區,宜安里,0.824427481,0.812705367,0.810928962,0.705319149,0.693121693,0.645833333,0.375266525,0.319057816,0.326839827,0.620155039
　中和區,安樂里,0.792464115,0.78177458,0.776785714,0.669783752,0.638497653,0.60779681,0.37097718,0.357268982,0.370674487,0.631451123
　中和區,安和里,0.781104458,0.770972037,0.785619174,0.691176471,0.641352904,0.608072917,0.388530928,0.35938501,0.372881356,0.684922245
　中和區,安順里,0.804304304,0.789764175,0.795888399,0.690294957,0.662835249,0.60998062,0.380077369,0.33881102,0.329297821,0.483903421
　中和區,安平里,0.814269952,0.815480558,0.81356547,0.695244707,0.686042464,0.643761302,0.346606648,0.336155203,0.337421163,0.645697758
　中和區,中安里,0.81356674,0.806451613,0.816433566,0.685690306,0.673197165,0.633629818,0.353982301,0.344608879,0.354360711,0.625550661
　中和區,泰安里,0.804038005,0.840142096,0.790408526,0.714768884,0.679501699,0.613545817,0.398857143,0.336070381,0.351145038,0.584951456
　中和區,秀山里,0.797728266,0.784279476,0.804347826,0.719067797,0.693670886,0.636672326,0.37192536,0.315471046,0.328479657,0.616926503
　中和區,秀成里,0.797927461,0.789139226,0.81299886,0.721347094,0.681868132,0.627612761,0.396703297,0.337822671,0.343609865,0.626805315
　中和區,秀義里,0.771407837,0.772189349,0.787157287,0.700070572,0.65035461,0.590877193,0.436132675,0.3465133,0.35234657,0.57957958
　中和區,秀福里,0.77351761,0.767514502,0.815323295,0.672472387,0.637329932,0.604202401,0.411163187,0.361867704,0.367268041,0.614973262
　中和區,秀景里,0.811441355,0.801354402,0.796534018,0.708307308,0.674593242,0.632408575,0.366157682,0.332590707,0.33470551,0.63822859
　中和區,秀明里,0.814451383,0.81183274,0.827846975,0.706239168,0.699169217,0.646214099,0.307591049,0.321788689,0.325021872,0.644213382
　中和區,秀峰里,0.810383747,0.799099099,0.830584039,0.704939341,0.678822496,0.606637168,0.359030837,0.337633452,0.352915194,0.634180139
　中和區,秀士里,0.808089501,0.798283262,0.808054841,0.729991916,0.681194512,0.633387889,0.457507082,0.328395062,0.330578512,0.59377701
　中和區,秀水里,0.829798241,0.819042609,0.806652807,0.738522954,0.677450048,0.644076305,0.362989324,0.312628337,0.31368529,0.640957447
　中和區,秀仁里,0.811982154,0.794642857,0.805837563,0.697303922,0.666666667,0.622594662,0.383527966,0.373053892,0.336881653,0.643271088
　永和區,,0.803033519,0.785084858,0.798639875,0.693037353,0.658533397,0.613424015,0.380904776,0.341346924,0.354650395,0.613320565
　永和區,光復里,0.779097387,0.756886228,0.776583035,0.682814302,0.61784897,0.594219653,0.385236448,0.370197905,0.376318875,0.598795181
　永和區,網溪里,0.828371278,0.81184669,0.809773124,0.744783307,0.690671031,0.653784219,0.361290323,0.291803279,0.295566502,0.635416667
　永和區,復興里,0.823333333,0.792262405,0.806070826,0.720095694,0.68097166,0.64516129,0.365677626,0.325824618,0.332514333,0.652765957
　永和區,竹林里,0.780946948,0.77962221,0.81500282,0.676102341,0.647864184,0.598017621,0.357615894,0.370824053,0.378272981,0.637990762
　永和區,桂林里,0.827363476,0.81042654,0.810253388,0.709328783,0.712250712,0.642074928,0.352739726,0.324495677,0.326967593,0.633510953
　永和區,上林里,0.8066233,0.804129794,0.804335091,0.693796244,0.648,0.611673615,0.337149399,0.33769187,0.352266208,0.644128114
　永和區,福林里,0.795904888,0.77520436,0.79726206,0.687861272,0.649874055,0.606821107,0.431626701,0.365916399,0.369845361,0.624749164
　永和區,勵行里,0.782986111,0.735294118,0.737762238,0.659539474,0.619902121,0.568333333,0.4432,0.368686869,0.399334443,0.550522648
　永和區,中興里,0.794959128,0.768656716,0.784167794,0.718566775,0.686915888,0.632275132,0.391275611,0.33422639,0.334006734,0.489183531
　永和區,永興里,0.821138211,0.81456044,0.798245614,0.696870926,0.66470203,0.620644313,0.38426528,0.355687048,0.362385321,0.625085208
　永和區,正興里,0.891555556,0.784560144,0.79375,0.697536109,0.678938356,0.6216681,0.454624028,0.329310345,0.342287695,0.607367475
　永和區,豫溪里,0.80387258,0.790886392,0.801576873,0.739918177,0.653936545,0.616617211,0.365566038,0.373143197,0.360237389,0.641474079
　永和區,光明里,0.777640519,0.766541823,0.778121137,0.681654676,0.64556962,0.608510638,0.374244256,0.356314826,0.371515152,0.600124766
　永和區,福和里,0.802729045,0.794392523,0.797995374,0.696063588,0.639742131,0.651083238,0.353209267,0.335249042,0.337423313,0.664056382
　永和區,得和里,0.817122367,0.807450628,0.814979938,0.698748382,0.688306105,0.6291019,0.357506361,0.319305857,0.344512195,0.6142793
　永和區,永貞里,0.792114695,0.77005988,0.775606868,0.690245294,0.651002865,0.606164384,0.405946255,0.366336634,0.373569794,0.582785415
　永和區,永福里,0.801893171,0.778761062,0.802761341,0.687176166,0.643278689,0.604727511,0.392673522,0.340397351,0.363516193,0.599590723
　永和區,河濱里,0.834850455,0.769281477,0.771746239,0.669177652,0.637663145,0.605378361,0.398746082,0.386565272,0.377538071,0.608637874
　永和區,秀和里,0.795288383,0.774659513,0.789430561,0.660110149,0.594962841,0.591901548,0.392164622,0.375798722,0.376209677,0.608277592
　永和區,永元里,0.791516245,0.782214156,0.801519893,0.676318064,0.640415405,0.592020592,0.364425163,0.354293148,0.364547038,0.647301006
　永和區,民權里,0.803596127,0.788550323,0.810155535,0.715173026,0.677966102,0.630845324,0.356023287,0.225180505,0.340694006,0.628400184
　永和區,民族里,0.82115869,0.802105263,0.819292334,0.716320716,0.690835031,0.605392157,0.366075113,0.327713816,0.327557756,0.631289641
　永和區,秀朗里,0.801376598,0.784715285,0.796936759,0.706756109,0.663784822,0.621026895,0.404899135,0.348610434,0.35828877,0.6115
　永和區,秀成里,0.788388083,0.758089368,0.780092593,0.6816507,0.647015475,0.608598962,0.422535211,0.351574213,0.368815592,0.582101167
　永和區,秀林里,0.777213762,0.763896848,0.779852858,0.676300578,0.631778742,0.566521265,0.423848238,0.365437534,0.377961433,0.612977984
　永和區,秀得里,0.808396947,0.798908807,0.79811469,0.707772795,0.662904439,0.611320755,0.219954649,0.328278999,0.335877863,0.633780584
　永和區,秀元里,0.773386034,0.764744864,0.782465392,0.682569975,0.656209987,0.616666667,0.397567222,0.34,0.357235142,0.586068319
　永和區,民生里,0.791185729,0.777485534,0.780907668,0.718857706,0.669306931,0.633316658,0.391347588,0.339060131,0.339042821,0.606783254
　永和區,民本里,0.798309859,0.770277935,0.783146067,0.686819172,0.655228758,0.589589041,0.391139924,0.349102773,0.36557377,0.627361191
　永和區,民富里,0.798319328,0.776520509,0.797909408,0.704666667,0.676569885,0.616835017,0.390326975,0.33401222,0.338095238,0.608232789
　永和區,民樂里,0.819786535,0.809937888,0.814678147,0.696156926,0.668541583,0.61789601,0.358004827,0.334810637,0.347436941,0.631955485
　永和區,民治里,0.815576782,0.79880775,0.818048423,0.707896576,0.653651482,0.639518414,0.372452565,0.347919656,0.360549133,0.582922824
　永和區,智光里,0.806712244,0.801898734,0.828963795,0.718993409,0.697519661,0.648226097,0.389322136,0.319926874,0.324817518,0.637810312
　永和區,潭安里,0.806093042,0.792672773,0.801395158,0.71348763,0.687624353,0.642455859,0.375150301,0.309303262,0.333064516,0.620100083
　永和區,潭墘里,0.808231569,0.807343608,0.811176205,0.688666956,0.666092202,0.59921671,0.342447917,0.340017437,0.346237495,0.628842676
　永和區,店街里,0.8004002,0.814833502,0.810621242,0.691262136,0.659367397,0.629322942,0.417764763,0.341796875,0.347741622,0.619358074
　永和區,大新里,0.861459101,0.81314331,0.788433382,0.692902319,0.670422535,0.612720848,0.384232955,0.34238742,0.351971326,0.611398964
　永和區,永安里,0.773681755,0.76362782,0.79972312,0.665,0.654783394,0.606849315,0.366394928,0.35278031,0.355808656,0.587711069
　永和區,永樂里,0.807692308,0.764188649,0.794670846,0.66743295,0.637636081,0.589383294,0.300380228,0.359290671,0.380804954,0.584980237
　永和區,水源里,0.787820203,0.780961632,0.792007703,0.701074264,0.674777726,0.615384615,0.395842956,0.343793911,0.344423618,0.609490855
　永和區,協和里,0.776699029,0.761235955,0.783391003,0.693795864,0.657276995,0.588881263,0.455645161,0.342799189,0.360887097,0.59106769
　永和區,雙和里,0.819458375,0.807831015,0.80715005,0.695843521,0.677042802,0.623893805,0.366375121,0.330374753,0.334980237,0.614913177
　永和區,安和里,0.802186361,0.776790382,0.857512953,0.700257069,0.670015068,0.612804878,0.358557643,0.329068577,0.332317073,0.600105374
　永和區,前溪里,0.799601196,0.779182879,0.792938931,0.671455939,0.655534351,0.620756547,0.377251185,0.361003861,0.358309318,0.625377644
　永和區,和平里,0.794616977,0.772993311,0.802992519,0.703349282,0.651228353,0.617303823,0.390971383,0.341393443,0.359559723,0.613530655
　永和區,保平里,0.793602103,0.770750988,0.771328056,0.694692144,0.657324841,0.604710921,0.422698073,0.346303502,0.364498061,0.599464764
　永和區,中溪里,0.786310518,0.773664283,0.785089546,0.678101316,0.640417838,0.60951239,0.418858762,0.355128729,0.375819672,0.601010101
　永和區,保安里,0.796021294,0.781417679,0.802970852,0.657181943,0.631881676,0.59287883,0.388357475,0.37131847,0.383452446,0.622460497
　永和區,保順里,0.809681827,0.791993721,0.807027762,0.679961832,0.65299504,0.617078307,0.370419847,0.348886329,0.359092657,0.621397552
　永和區,下溪里,0.78892372,0.772132006,0.786085151,0.692463328,0.653942742,0.61663286,0.425737538,0.345899134,0.376907426,0.608037578
　永和區,大同里,0.82208589,0.806185567,0.82892057,0.766467066,0.723320158,0.635108481,0.317907445,0.264413519,0.266260163,0.623430962
　永和區,新生里,0.830238727,0.803713528,0.815789474,0.770573566,0.702770781,0.64556962,0.363636364,0.293059126,0.293963255,0.585365854
　永和區,永成里,0.850393701,0.814016173,0.801587302,0.775943396,0.744578313,0.658256881,0.29925187,0.28057554,0.290953545,0.597938144
